batch,epoch,avg_sse,cnt_err,pct_cor,pct_err,avg_norm_err,avg_cos_err,avg_ext_rew,avg_cycles,epoch_time_tot,epoch_time_usr,PFCout_lay_avg_sse,PFCout_lay_cnt_err,PFCout_lay_pct_cor,PFCout_lay_pct_err,PFCout_lay_avg_norm_err,PFCout_lay_avg_cos_err,net_avg_cos_diff,net_avg_trial_cos_diff,net_avg_avg_act_diff,GPeNoGo_avg_cos_diff,GPi_Thalamus_avg_cos_diff,MatrixGo_avg_cos_diff,MatrixNoGo_avg_cos_diff,PFCout_avg_cos_diff,PFCout_deep_avg_cos_diff,GPeNoGo_avg_trial_cos_diff,GPi_Thalamus_avg_trial_cos_diff,MatrixGo_avg_trial_cos_diff,MatrixNoGo_avg_trial_cos_diff,PFCout_avg_trial_cos_diff,PFCout_deep_avg_trial_cos_diff,GPeNoGo_avg_avg_act_diff,GPi_Thalamus_avg_avg_act_diff,MatrixGo_avg_avg_act_diff,MatrixNoGo_avg_avg_act_diff,PFCout_avg_avg_act_diff,PFCout_deep_avg_avg_act_diff,GPeNoGo_avg_net_sd,GPi_Thalamus_avg_net_sd,MatrixGo_avg_net_sd,MatrixNoGo_avg_net_sd,PFCout_avg_net_sd,PFCout_deep_avg_net_sd,GPeNoGo_hog_pct,GPi_Thalamus_hog_pct,MatrixGo_hog_pct,MatrixNoGo_hog_pct,PFCout_hog_pct,PFCout_deep_hog_pct,GPeNoGo_dead_pct,GPi_Thalamus_dead_pct,MatrixGo_dead_pct,MatrixNoGo_dead_pct,PFCout_dead_pct,PFCout_deep_dead_pct,GPeNoGo_netmax,GPi_Thalamus_netmax,MatrixGo_netmax,MatrixNoGo_netmax,PFCout_netmax,PFCout_deep_netmax,GPeNoGo_avg_act,GPi_Thalamus_avg_act,MatrixGo_avg_act,MatrixNoGo_avg_act,PFCout_avg_act,PFCout_deep_avg_act,GPeNoGo_Fm_MatrixNoGo_netrel,GPi_Thalamus_Fm_MatrixGo_netrel,GPi_Thalamus_Fm_GPeNoGo_netrel,MatrixGo_Marker_Fm_GPi_Thalamus_netrel,MatrixGo_Deep_Raw_Fm_GPeNoGo_netrel,MatrixGo_Fm_Input_netrel,MatrixGo_Fm_PFCout_netrel,MatrixGo_Marker_Fm_SNc_netrel,MatrixNoGo_Marker_Fm_GPi_Thalamus_netrel,MatrixNoGo_Deep_Raw_Fm_GPeNoGo_netrel,MatrixNoGo_Fm_Input_netrel,MatrixNoGo_Fm_PFCout_netrel,MatrixNoGo_Marker_Fm_SNc_netrel,PFCout_Marker_Fm_GPi_Thalamus_netrel,PFCout_Deep_Mod_Fm_PFCout_deep_netrel,PFCout_Fm_Input_netrel,PFCout_deep_Ctxt_Fm_PFCout_netrel,"MatrixGo_act_avg_0","MatrixGo_act_avg_1","MatrixGo_act_avg_2","MatrixGo_act_avg_3","MatrixGo_act_avg_4","MatrixGo_act_avg_5","MatrixNoGo_act_avg_0","MatrixNoGo_act_avg_1","MatrixNoGo_act_avg_2","MatrixNoGo_act_avg_3","MatrixNoGo_act_avg_4","MatrixNoGo_act_avg_5"
0,0,0,0,1,0,0,0,0,75,0.273,0.273,0,0,0,0,0,0,0.536745,0.0196075,0.00266303,0,0,0.990219,0.996696,0.997095,0.312857,0,0,-0.0326902,-0.0327667,-0.0333067,0.288921,0.0131884,0.00811593,7.94729e-09,-1.32455e-09,-3.4175e-13,-5.77662e-10,0,0,0.223348,0.212088,0.760098,0.094752,0,0,0,0,0,0,0,0,0,0,0,0,0.574499,0.438729,0.244665,0.232331,0.832645,0.311387,0.520112,0.648522,0.112178,0.14981,0.177316,0.0881332,1,0.646436,0.353564,0,0,0.484308,0.515692,0,0,0,0.485596,0.514404,0,0,0,1,0,0.141165,0.141293,0.137012,0.138297,0.136106,0.139085,0.144446,0.147158,0.145704,0.146532,0.145456,0.145597
0,1,0,0,1,0,0,0,0,75,0.237,0.237,0,0,0,0,0,0,0.538271,0.00114296,-0.000233575,0,0,0.987001,0.997732,0.999999,0.32144,0,0,-0.0411048,-0.0399312,-0.0399698,0.170109,0.00472688,-0.00659548,3.47694e-09,-3.31137e-10,-3.23436e-13,-5.64339e-10,0,0,0.22272,0.216472,0.758723,0.0883316,0,0,0,0,0,0,0,0,0,0,0,0,0.579331,0.433406,0.243978,0.237134,0.831139,0.290287,0.447444,0.597864,0.100947,0.14229,0.173831,0.0781215,1,0.616038,0.383962,0,0,0.485428,0.514571,0,0,0,0.483009,0.516991,0,0,0,1,0,0.135401,0.134974,0.126307,0.127399,0.123132,0.127247,0.137514,0.142744,0.142204,0.143976,0.143973,0.143664
0,2,0,0,1,0,0,0,0,75,0.235,0.235,0,0,0,0,0,0,0.528762,0.0657622,0.000380512,0,0,0.928379,0.988848,0.999999,0.31287,0,0,0.0698664,0.0817845,0.0799786,0.214496,0.00331543,-0.000271335,-6.62274e-10,-1.65568e-10,-3.3494e-13,-5.87434e-10,0,0,0.22169,0.222014,0.761141,0.104821,0,0,0,0,0,0,0,0,0,0,0,0,0.573436,0.416806,0.242849,0.243204,0.833788,0.344477,0.391699,0.557155,0.0921942,0.136451,0.171255,0.0712659,1,0.591507,0.408493,0,0,0.487505,0.512495,0,0,0,0.482581,0.517419,0,0,0,1,0,0.132822,0.130946,0.116973,0.117424,0.110567,0.113991,0.128705,0.137247,0.138462,0.142846,0.144036,0.143913
0,3,0,0,1,0,0,0,0,75,0.232,0.232,0,0,0,0,0,0,0.520216,0.0188981,-0.00459046,0,0,0.878737,0.967157,0.999999,0.315836,0,0,-0.0223443,0.00558963,-2.56747e-06,0.167943,-0.03594,-0.000783689,-3.37346e-09,2.48353e-09,-4.05307e-13,-7.54431e-10,0,0,0.223157,0.224011,0.761465,0.104645,0,0,0,0,0,0,0,0,0,0,0,0,0.555315,0.500381,0.244456,0.245392,0.834143,0.343898,0.344081,0.51313,0.0858983,0.130759,0.169353,0.0668316,1,0.660479,0.339521,0,0,0.482643,0.517357,0,0,0,0.482566,0.517434,0,0,0,1,0,0.133595,0.128741,0.109427,0.107925,0.0985442,0.0999213,0.118118,0.13085,0.135741,0.141277,0.144056,0.145116
0,4,0,0,1,0,0,0,0,75,0.217,0.217,0,0,0,0,0,0,0.504299,0.0359398,0.00419228,0,0,0.774966,0.918905,0.999999,0.340525,0,0,-0.0354786,0.0136501,-4.23938e-06,0.309354,0.0320874,0.0014508,1.5931e-08,6.04325e-09,-4.96748e-13,-9.10728e-10,0,0,0.223712,0.224902,0.770119,0.131677,0,0,0,0,0,0,0,0,0,0,0,0,0.53697,0.569111,0.245064,0.246368,0.843623,0.393396,0.321336,0.476179,0.0808103,0.125669,0.167953,0.0650302,1,0.696422,0.303578,0,0,0.485506,0.514494,0,0,0,0.483008,0.516992,0,0,0,1,0,0.135427,0.127043,0.104065,0.0991082,0.0871348,0.086003,0.106855,0.123853,0.132793,0.139899,0.144207,0.147288
0,5,0,0,1,0,0,0,0,75,0.25,0.25,0,0,0,0,0,0,0.50802,0.0242179,0.00433614,0,0,0.737308,0.913912,0.999999,0.412943,0,0,-0.0160527,0.0164724,-1.36544e-06,0.193326,0.0289748,0.0057143,-2.67396e-09,-3.31137e-10,-4.0238e-13,-8.25307e-10,0,0,0.223392,0.227372,0.782747,0.14872,0,1,0,0,0,0,0,0,0,0,0,0,0.526263,0.659596,0.244713,0.249074,0.857457,0.375955,0.299186,0.450536,0.0769652,0.121315,0.16693,0.0663017,1,0.71826,0.28174,0,0,0.485241,0.514759,0,0,0,0.484285,0.515715,0,0,0,1,0,0.13731,0.125963,0.100132,0.0909455,0.076206,0.0739956,0.095508,0.117422,0.129119,0.139491,0.145814,0.148205
0,6,0,0,1,0,0,0,0,75,0.23,0.23,0,0,0,0,0,0,0.506058,-0.0388027,0.0050117,0,0,0.702355,0.866491,0.999999,0.479621,0,0,-0.100183,-0.135586,-0.159996,0.245339,0.0347533,0.00534032,9.93416e-10,2.06961e-09,-5.2101e-13,-1.13598e-09,0,0,0.225308,0.227835,0.796785,0.172129,0,1,0,0,0,0,0,0,0,0,0,0,0.562484,0.698558,0.246813,0.24958,0.872834,0.377116,0.280464,0.433624,0.0744134,0.117361,0.166185,0.0698087,1,0.744772,0.255228,0,0,0.480187,0.519813,0,0,0,0.486865,0.513135,0,0,0,1,0,0.139161,0.125931,0.097684,0.0833728,0.0662229,0.0636647,0.0844306,0.11078,0.125551,0.139482,0.146888,0.149422
0,7,0,0,1,0,0,0,0,75,0.244,0.244,0,0,0,0,0,0,0.500322,0.024684,0.00535906,0,0,0.680772,0.842184,0.999999,0.479621,0,0,-0.0105924,0.0266699,-7.59959e-07,0.181395,0.0367851,0.00608735,-8.00549e-09,-4.92566e-09,-4.30137e-13,-9.86177e-10,0,0,0.224503,0.230039,0.797072,0.176794,0,1,0,0,0,0,0,0,0,0,0,0,0.600729,0.704169,0.24593,0.251995,0.873149,0.387335,0.265085,0.419624,0.0719828,0.114434,0.165632,0.07182,1,0.750299,0.249701,0,0,0.484565,0.515435,0,0,0,0.48887,0.51113,0,0,0,1,0,0.141037,0.12578,0.0952328,0.0763346,0.0571785,0.0547761,0.0738756,0.104374,0.122307,0.140282,0.148098,0.150802
0,8,0,0,1,0,0,0,0,75,0.231,0.231,0,0,0,0,0,0,0.501853,-0.0207171,0.00440949,0,0,0.705989,0.820496,0.999999,0.488336,0,0,-0.0883506,-0.0470836,-0.0799995,0.129696,0.0289778,0.00622618,1.33194e-08,7.18873e-05,-4.15713e-13,-1.13403e-09,0,0,0.225151,0.228,0.796652,0.165457,0,1,0,0,0,0,0,0,0,0,0,0,0.596328,0.706331,0.24664,0.249762,0.872688,0.362499,0.252394,0.408502,0.0701537,0.111962,0.165222,0.0731288,1,0.747187,0.252813,0,0,0.483565,0.516435,0,0,0,0.488899,0.511101,0,0,0,1,0,0.142371,0.126525,0.0928675,0.0701471,0.0492181,0.0471285,0.0641024,0.0981504,0.120055,0.140707,0.14954,0.151549
0,9,0,0,1,0,0,0,0,75,0.233,0.233,0,0,0,0,0,0,0.499337,0.0101817,0.00451961,0,0,0.694912,0.823041,0.999999,0.476741,0,0,-0.0477106,-0.0502124,-0.0399998,0.259377,0.0362272,-8.03694e-05,1.62959e-08,1.00787e-05,-5.09499e-13,-9.22158e-10,0,0,0.22591,0.22983,0.797975,0.190623,0,1,0,0,0,0,0,0,0,0,0,0,0.595639,0.713141,0.247472,0.251766,0.874138,0.417633,0.243197,0.400902,0.0691129,0.109798,0.164922,0.0749294,1,0.732361,0.267639,0,0,0.487458,0.512542,0,0,0,0.48878,0.51122,0,0,0,1,0,0.143579,0.127731,0.0910486,0.0645875,0.0423494,0.0405486,0.055162,0.0921369,0.119112,0.140649,0.150481,0.152271
