batch,epoch,avg_sse,cnt_err,pct_cor,pct_err,avg_norm_err,avg_cos_err,avg_ext_rew,avg_cycles,epoch_time_tot,epoch_time_usr,PFCout_lay_avg_sse,PFCout_lay_cnt_err,PFCout_lay_pct_cor,PFCout_lay_pct_err,PFCout_lay_avg_norm_err,PFCout_lay_avg_cos_err,net_avg_cos_diff,net_avg_trial_cos_diff,net_avg_avg_act_diff,GPeNoGo_avg_cos_diff,GPi_Thalamus_avg_cos_diff,MatrixGo_avg_cos_diff,MatrixNoGo_avg_cos_diff,PFCout_avg_cos_diff,PFCout_deep_avg_cos_diff,GPeNoGo_avg_trial_cos_diff,GPi_Thalamus_avg_trial_cos_diff,MatrixGo_avg_trial_cos_diff,MatrixNoGo_avg_trial_cos_diff,PFCout_avg_trial_cos_diff,PFCout_deep_avg_trial_cos_diff,GPeNoGo_avg_avg_act_diff,GPi_Thalamus_avg_avg_act_diff,MatrixGo_avg_avg_act_diff,MatrixNoGo_avg_avg_act_diff,PFCout_avg_avg_act_diff,PFCout_deep_avg_avg_act_diff,GPeNoGo_avg_net_sd,GPi_Thalamus_avg_net_sd,MatrixGo_avg_net_sd,MatrixNoGo_avg_net_sd,PFCout_avg_net_sd,PFCout_deep_avg_net_sd,GPeNoGo_hog_pct,GPi_Thalamus_hog_pct,MatrixGo_hog_pct,MatrixNoGo_hog_pct,PFCout_hog_pct,PFCout_deep_hog_pct,GPeNoGo_dead_pct,GPi_Thalamus_dead_pct,MatrixGo_dead_pct,MatrixNoGo_dead_pct,PFCout_dead_pct,PFCout_deep_dead_pct,GPeNoGo_netmax,GPi_Thalamus_netmax,MatrixGo_netmax,MatrixNoGo_netmax,PFCout_netmax,PFCout_deep_netmax,GPeNoGo_avg_act,GPi_Thalamus_avg_act,MatrixGo_avg_act,MatrixNoGo_avg_act,PFCout_avg_act,PFCout_deep_avg_act,GPeNoGo_Fm_MatrixNoGo_netrel,GPi_Thalamus_Fm_MatrixGo_netrel,GPi_Thalamus_Fm_GPeNoGo_netrel,MatrixGo_Marker_Fm_GPi_Thalamus_netrel,MatrixGo_Deep_Raw_Fm_GPeNoGo_netrel,MatrixGo_Fm_Input_netrel,MatrixGo_Fm_PFCout_netrel,MatrixGo_Marker_Fm_SNc_netrel,MatrixNoGo_Marker_Fm_GPi_Thalamus_netrel,MatrixNoGo_Deep_Raw_Fm_GPeNoGo_netrel,MatrixNoGo_Fm_Input_netrel,MatrixNoGo_Fm_PFCout_netrel,MatrixNoGo_Marker_Fm_SNc_netrel,PFCout_Marker_Fm_GPi_Thalamus_netrel,PFCout_Deep_Mod_Fm_PFCout_deep_netrel,PFCout_Fm_Input_netrel,PFCout_deep_Ctxt_Fm_PFCout_netrel,"MatrixGo_act_avg_0","MatrixGo_act_avg_1","MatrixGo_act_avg_2","MatrixGo_act_avg_3","MatrixGo_act_avg_4","MatrixGo_act_avg_5","MatrixNoGo_act_avg_0","MatrixNoGo_act_avg_1","MatrixNoGo_act_avg_2","MatrixNoGo_act_avg_3","MatrixNoGo_act_avg_4","MatrixNoGo_act_avg_5"
0,0,0,0,1,0,0,0,0,75,0.277,0.277,0,0,0,0,0,0,0.536785,0.0195653,0.00191609,0,0,0.990617,0.996617,0.997095,0.312857,0,0,-0.033147,-0.0326477,-0.0333067,0.288921,0.0127177,0.00261105,1.52323e-08,-9.93411e-10,-3.4175e-13,-5.77662e-10,0,0,0.225256,0.208987,0.760098,0.094752,0,0,0,0,0,0,0,0,0,0,0,0,0.566387,0.452806,0.246756,0.228933,0.832645,0.311387,0.520795,0.649729,0.112544,0.149361,0.177316,0.0881332,1,0.654707,0.345293,0,0,0.484393,0.515607,0,0,0,0.485696,0.514305,0,0,0,1,0,0.141426,0.141476,0.137245,0.138487,0.136246,0.13922,0.144156,0.146955,0.145389,0.146289,0.145252,0.145453
0,1,0,0,1,0,0,0,0,75,0.24,0.24,0,0,0,0,0,0,0.542118,0.0012082,0.00410801,0,0,0.988233,0.996839,0.999999,0.351869,0,0,-0.0406241,-0.0398901,-0.0399698,0.170109,0.0292449,0.00361912,-8.27842e-10,-3.31137e-10,-3.23436e-13,-5.64339e-10,0,0,0.23223,0.202595,0.76578,0.102832,0,0,0,0,0,0,0,0,0,0,0,0,0.545093,0.488635,0.254395,0.221932,0.83887,0.307219,0.451721,0.607983,0.102924,0.140052,0.173839,0.0797329,1,0.660476,0.339524,0,0,0.485721,0.514279,0,0,0,0.483475,0.516525,0,0,0,1,0,0.136562,0.136207,0.127683,0.128486,0.124001,0.127929,0.136216,0.141342,0.140476,0.142725,0.142928,0.143126
0,2,0,0,1,0,0,0,0,75,0.236,0.236,0,0,0,0,0,0,0.551151,0.0714524,0.000982566,0,0,0.942927,0.984022,0.999999,0.48226,0,0,0.074604,0.0824475,0.0799808,0.254615,0.00176129,0.00609925,-3.97364e-09,0,-3.62121e-13,-8.73948e-10,0,0,0.239331,0.198519,0.793586,0.151202,0,0,0,0,0,0,0,0,0,0,0,0,0.518052,0.511709,0.262174,0.217466,0.86933,0.331267,0.392299,0.578949,0.0966596,0.131738,0.171291,0.0784793,1,0.652911,0.347089,0,0,0.488162,0.511838,0,0,0,0.482549,0.517451,0,0,0,1,0,0.134994,0.1339,0.12015,0.120599,0.112632,0.11557,0.126017,0.133673,0.134747,0.139538,0.142092,0.143101
0,3,0,0,1,0,0,0,0,75,0.23,0.23,0,0,0,0,0,0,0.542545,0.030906,0.00264722,0,0,0.912058,0.951593,0.999999,0.47671,0,0,-0.0161782,0.0100889,-2.34097e-06,0.25334,0.0106591,0.0105187,-4.84288e-09,1.32455e-09,-4.61228e-13,-1.056e-09,0,0,0.247385,0.193598,0.795913,0.164237,0,1,0,0,0,0,0,0,0,0,0,0,0.483764,0.575283,0.270997,0.212077,0.871879,0.359825,0.347448,0.552958,0.0930682,0.12335,0.169412,0.0789372,1,0.676592,0.323408,0,0,0.489616,0.510384,0,0,0,0.482185,0.517815,0,0,0,1,0,0.136356,0.133603,0.115622,0.113473,0.102074,0.102502,0.114019,0.124514,0.128962,0.135803,0.141275,0.144206
0,4,0,0,1,0,0,0,0,75,0.232,0.232,0,0,0,0,0,0,0.536796,0.0289688,0.000112857,0,0,0.831769,0.885943,0.999999,0.576657,0,0,-0.0196737,0.0234086,-4.34369e-06,0.228023,0.00300674,-0.00210388,4.2013e-09,-3.64251e-09,-5.02521e-13,-1.45468e-09,0,0,0.253648,0.189596,0.817195,0.213589,0,1,0,0,0,0,0,0,0,0,0,0,0.453929,0.696496,0.277858,0.207692,0.895193,0.389959,0.315015,0.531409,0.0906011,0.115681,0.168041,0.0830822,1,0.699319,0.300681,0,0,0.486814,0.513186,0,0,0,0.482425,0.517575,0,0,0,1,0,0.138341,0.133545,0.114147,0.107692,0.0924708,0.0890601,0.101566,0.114805,0.12237,0.131971,0.140539,0.146383
0,5,0,0,1,0,0,0,0,75,0.233,0.233,0,0,0,0,0,0,0.537918,0.0184479,0.000500785,0,0,0.8159,0.871681,0.999999,0.615766,0,0,-0.0309347,0.0217016,-4.80811e-07,0.156817,0.0110311,-0.00702478,2.62581e-09,2.56631e-09,-4.23553e-13,-1.2195e-09,0,0,0.2575,0.187706,0.823864,0.222615,0,1,0,0,0,0,0,0,0,0,0,0,0.491876,0.730313,0.282077,0.205621,0.902498,0.385046,0.285559,0.517632,0.0891292,0.108941,0.167032,0.0873333,1,0.72683,0.27317,0,0,0.489381,0.510619,0,0,0,0.483579,0.516421,0,0,0,1,0,0.140162,0.134189,0.11389,0.103153,0.0836971,0.0767094,0.0893426,0.105274,0.115156,0.128933,0.141409,0.147342
0,6,0,0,1,0,0,0,0,75,0.228,0.228,0,0,0,0,0,0,0.527288,-0.0430654,0.0012902,0,0,0.76966,0.802403,0.999999,0.646243,0,0,-0.117518,-0.12291,-0.159996,0.215896,0.0142002,-0.0038784,-3.32764e-09,-1.74654e-07,-6.39139e-13,-1.55021e-09,0,0,0.262079,0.185979,0.831545,0.248263,0,1,0,0,0,0,0,0,0,0,0,0,0.494398,0.748954,0.287093,0.20373,0.910912,0.407938,0.261694,0.506528,0.0885434,0.103016,0.166293,0.0919501,1,0.737161,0.262839,0,0,0.488363,0.511637,0,0,0,0.487394,0.512606,0,0,0,1,0,0.141832,0.13547,0.114966,0.0992998,0.0756974,0.0659996,0.0777203,0.0958853,0.107916,0.126433,0.141881,0.148627
0,7,0,0,1,0,0,0,0,75,0.232,0.232,0,0,0,0,0,0,0.509711,0.0254934,0.00820791,0,0,0.792402,0.772346,0.999999,0.512941,0,0,-0.00590194,0.0329192,-4.27663e-07,0.17693,0.0532934,0.0123645,-2.48184e-10,5.36876e-06,-4.27745e-13,-1.06381e-09,0,0,0.262971,0.185961,0.804114,0.193615,0,1,0,0,0,0,0,0,0,0,0,0,0.490656,0.749981,0.28807,0.20371,0.880863,0.397678,0.24818,0.495736,0.087776,0.0985345,0.165718,0.0895553,1,0.761553,0.238447,0,0,0.489454,0.510546,0,0,0,0.488219,0.511781,0,0,0,1,0,0.143478,0.136386,0.115558,0.096119,0.0685227,0.056785,0.0668741,0.0870392,0.101219,0.124869,0.142531,0.150082
0,8,0,0,1,0,0,0,0,75,0.228,0.228,0,0,0,0,0,0,0.523539,-0.014428,0.00548845,0,0,0.770315,0.768816,0.999999,0.649182,0,0,-0.0637365,-0.0356551,-0.0799997,0.143966,0.039518,0.00438961,7.53337e-09,2.73256e-09,-5.41281e-13,-1.47981e-09,0,0,0.266043,0.182526,0.831985,0.252895,0,1,0,0,0,0,0,0,0,0,0,0,0.477993,0.767365,0.291436,0.199947,0.911394,0.415549,0.237576,0.4861,0.0875684,0.0947095,0.16532,0.0934535,1,0.831993,0.168007,0,0,0.489865,0.510135,0,0,0,0.488044,0.511956,0,0,0,1,0,0.14457,0.137785,0.116087,0.0943274,0.0622142,0.0488569,0.0575375,0.0787134,0.0955116,0.122649,0.143339,0.150905
0,9,0,0,1,0,0,0,0,75,0.245,0.245,0,0,0,0,0,0,0.51923,-0.00310009,0.00393695,0,0,0.77227,0.729493,0.999999,0.652076,0,0,-0.0498328,-0.0394605,-0.04,0.144492,0.0307566,0.00073897,1.36594e-09,2.15239e-09,-5.16996e-13,-1.43253e-09,0,0,0.26719,0.183865,0.832118,0.250695,0,1,0,0,0,0,0,0,0,0,0,0,0.476279,0.803159,0.292692,0.201414,0.911539,0.411934,0.228357,0.476974,0.0877131,0.0915422,0.165027,0.0966178,1,0.840713,0.159287,0,0,0.491345,0.508655,0,0,0,0.487675,0.512325,0,0,0,1,0,0.145533,0.139294,0.117244,0.0927566,0.05634,0.0420357,0.0495043,0.0709618,0.0909541,0.120187,0.144031,0.151699
