batch,epoch,avg_sse,cnt_err,pct_cor,pct_err,avg_norm_err,avg_cos_err,avg_ext_rew,avg_cycles,epoch_time_tot,epoch_time_usr,PFCout_lay_avg_sse,PFCout_lay_cnt_err,PFCout_lay_pct_cor,PFCout_lay_pct_err,PFCout_lay_avg_norm_err,PFCout_lay_avg_cos_err,net_avg_cos_diff,net_avg_trial_cos_diff,net_avg_avg_act_diff,GPeNoGo_avg_cos_diff,GPi_Thalamus_avg_cos_diff,MatrixGo_avg_cos_diff,MatrixNoGo_avg_cos_diff,PFCout_avg_cos_diff,PFCout_deep_avg_cos_diff,GPeNoGo_avg_trial_cos_diff,GPi_Thalamus_avg_trial_cos_diff,MatrixGo_avg_trial_cos_diff,MatrixNoGo_avg_trial_cos_diff,PFCout_avg_trial_cos_diff,PFCout_deep_avg_trial_cos_diff,GPeNoGo_avg_avg_act_diff,GPi_Thalamus_avg_avg_act_diff,MatrixGo_avg_avg_act_diff,MatrixNoGo_avg_avg_act_diff,PFCout_avg_avg_act_diff,PFCout_deep_avg_avg_act_diff,GPeNoGo_avg_net_sd,GPi_Thalamus_avg_net_sd,MatrixGo_avg_net_sd,MatrixNoGo_avg_net_sd,PFCout_avg_net_sd,PFCout_deep_avg_net_sd,GPeNoGo_hog_pct,GPi_Thalamus_hog_pct,MatrixGo_hog_pct,MatrixNoGo_hog_pct,PFCout_hog_pct,PFCout_deep_hog_pct,GPeNoGo_dead_pct,GPi_Thalamus_dead_pct,MatrixGo_dead_pct,MatrixNoGo_dead_pct,PFCout_dead_pct,PFCout_deep_dead_pct,GPeNoGo_netmax,GPi_Thalamus_netmax,MatrixGo_netmax,MatrixNoGo_netmax,PFCout_netmax,PFCout_deep_netmax,GPeNoGo_avg_act,GPi_Thalamus_avg_act,MatrixGo_avg_act,MatrixNoGo_avg_act,PFCout_avg_act,PFCout_deep_avg_act,GPeNoGo_Fm_MatrixNoGo_netrel,GPi_Thalamus_Fm_MatrixGo_netrel,GPi_Thalamus_Fm_GPeNoGo_netrel,MatrixGo_Marker_Fm_GPi_Thalamus_netrel,MatrixGo_Deep_Raw_Fm_GPeNoGo_netrel,MatrixGo_Fm_Input_netrel,MatrixGo_Fm_PFCout_netrel,MatrixGo_Marker_Fm_SNc_netrel,MatrixNoGo_Marker_Fm_GPi_Thalamus_netrel,MatrixNoGo_Deep_Raw_Fm_GPeNoGo_netrel,MatrixNoGo_Fm_Input_netrel,MatrixNoGo_Fm_PFCout_netrel,MatrixNoGo_Marker_Fm_SNc_netrel,PFCout_Marker_Fm_GPi_Thalamus_netrel,PFCout_Deep_Mod_Fm_PFCout_deep_netrel,PFCout_Fm_Input_netrel,PFCout_deep_Ctxt_Fm_PFCout_netrel,"MatrixGo_act_avg_0","MatrixGo_act_avg_1","MatrixGo_act_avg_2","MatrixGo_act_avg_3","MatrixGo_act_avg_4","MatrixGo_act_avg_5","MatrixNoGo_act_avg_0","MatrixNoGo_act_avg_1","MatrixNoGo_act_avg_2","MatrixNoGo_act_avg_3","MatrixNoGo_act_avg_4","MatrixNoGo_act_avg_5"
0,0,0,0,1,0,0,0,0,75,0.277,0.277,0,0,0,0,0,0,0.532997,0.0154503,0.00114391,0,0,0.990714,0.996645,0.997095,0.28243,0,0,-0.0331967,-0.0326452,-0.0333061,0.256048,0.00181674,0.00733455,-1.98682e-09,3.31137e-10,-3.17917e-13,-5.00317e-10,0,0,0.225218,0.20895,0.753067,0.0817923,0,0,0,0,0,0,0,0,0,0,0,0,0.566522,0.448652,0.246714,0.228894,0.824943,0.298663,0.5177,0.649178,0.112539,0.149359,0.17731,0.0867662,1,0.644941,0.355059,0,0,0.484408,0.515592,0,0,0,0.485743,0.514257,0,0,0,1,0,0.141384,0.141451,0.137228,0.138499,0.13625,0.139268,0.144201,0.146963,0.145406,0.146274,0.145238,0.145404
0,1,0,0,1,0,0,0,0,75,0.24,0.24,0,0,0,0,0,0,0.542272,0.00120457,0.00643416,0,0,0.989136,0.997169,0.999999,0.351874,0,0,-0.0405673,-0.0398665,-0.0399698,0.169999,0.0397521,0.0117212,-7.78172e-09,1.65568e-10,-3.22588e-13,-5.63932e-10,0,0,0.232338,0.202023,0.765742,0.102429,0,0,0,0,0,0,0,0,0,0,0,0,0.544449,0.48224,0.254513,0.221305,0.838828,0.306014,0.447083,0.607867,0.102953,0.140014,0.173834,0.0787133,1,0.664824,0.335176,0,0,0.485632,0.514368,0,0,0,0.483685,0.516315,0,0,0,1,0,0.136391,0.136093,0.12763,0.128557,0.124112,0.128177,0.136409,0.141464,0.140499,0.14264,0.142758,0.142915
0,2,0,0,1,0,0,0,0,75,0.232,0.232,0,0,0,0,0,0,0.552111,0.0714979,0.00136536,0,0,0.949233,0.985395,0.999999,0.482261,0,0,0.0753384,0.0822143,0.0799808,0.254478,0.004602,0.00632089,6.62273e-10,-1.49012e-09,-3.61189e-13,-8.73771e-10,0,0,0.239892,0.197217,0.793558,0.150779,0,0,0,0,0,0,0,0,0,0,0,0,0.517378,0.518098,0.262789,0.216041,0.869299,0.33034,0.390274,0.579423,0.0968227,0.131649,0.171287,0.0777192,1,0.656845,0.343155,0,0,0.487988,0.512013,0,0,0,0.48274,0.51726,0,0,0,1,0,0.134701,0.133711,0.120077,0.120779,0.11294,0.116168,0.12639,0.133911,0.134743,0.13934,0.141726,0.142754
0,3,0,0,1,0,0,0,0,75,0.247,0.247,0,0,0,0,0,0,0.552499,0.0295892,0.00269616,0,0,0.921695,0.954927,0.999999,0.54337,0,0,-0.0130318,0.00942592,-1.42157e-06,0.240322,0.0206356,0.000933595,4.7187e-09,4.05643e-09,-4.5354e-13,-1.21037e-09,0,0,0.248517,0.191886,0.809929,0.190698,0,1,0,0,0,0,0,0,0,0,0,0,0.481996,0.549516,0.272237,0.210201,0.887232,0.368646,0.349283,0.555731,0.0934416,0.12322,0.169423,0.0811276,1,0.694596,0.305404,0,0,0.489353,0.510647,0,0,0,0.482225,0.517775,0,0,0,1,0,0.136014,0.13338,0.115576,0.113816,0.102615,0.103513,0.114559,0.124822,0.128865,0.135484,0.140769,0.143794
0,4,0,0,1,0,0,0,0,75,0.218,0.218,0,0,0,0,0,0,0.543799,0.0283568,0.00398146,0,0,0.845783,0.891756,0.999999,0.612856,0,0,-0.0171476,0.0222239,-3.32693e-06,0.221785,0.0256809,0.00617075,-3.31137e-10,7.45058e-10,-4.53123e-13,-1.44167e-09,0,0,0.255177,0.187891,0.824082,0.21966,0,1,0,0,0,0,0,0,0,0,0,0,0.452665,0.698296,0.279532,0.205824,0.902737,0.379936,0.318768,0.535194,0.091189,0.115517,0.168054,0.0858753,1,0.722462,0.277538,0,0,0.486605,0.513395,0,0,0,0.482397,0.517603,0,0,0,1,0,0.137995,0.133332,0.114109,0.108212,0.0932714,0.0904496,0.102237,0.115129,0.122201,0.131514,0.139941,0.14596
0,5,0,0,1,0,0,0,0,75,0.233,0.233,0,0,0,0,0,0,0.545993,0.0225933,0.0013889,0,0,0.840473,0.878369,0.999999,0.6491,0,0,-0.0297443,0.0206557,-6.22372e-07,0.189837,0.0069087,0.00420245,8.96139e-09,2.6077e-09,-4.52424e-13,-8.88902e-10,0,0,0.259645,0.185507,0.830878,0.236046,0,1,0,0,0,0,0,0,0,0,0,0,0.487697,0.732893,0.284426,0.203213,0.910182,0.387864,0.285307,0.523508,0.0899163,0.108679,0.167048,0.0906698,1,0.744554,0.255446,0,0,0.489249,0.510751,0,0,0,0.483443,0.516557,0,0,0,1,0,0.139832,0.13407,0.113881,0.103894,0.084806,0.078273,0.0901014,0.105518,0.114916,0.128251,0.140721,0.14693
0,6,0,0,1,0,0,0,0,75,0.228,0.228,0,0,0,0,0,0,0.528834,-0.0432922,0.00440378,0,0,0.775068,0.809361,0.999999,0.646242,0,0,-0.118951,-0.123619,-0.159996,0.216224,0.0345599,0.000670373,4.67953e-09,-1.27281e-09,-6.39049e-13,-1.55124e-09,0,0,0.264508,0.183682,0.831525,0.248178,0,1,0,0,0,0,0,0,0,0,0,0,0.489064,0.763148,0.289754,0.201214,0.91089,0.407799,0.265533,0.516705,0.0894077,0.102641,0.166305,0.0944142,1,0.754073,0.245927,0,0,0.488191,0.511809,0,0,0,0.487305,0.512695,0,0,0,1,0,0.141528,0.135411,0.115028,0.100314,0.0770949,0.0673467,0.0785228,0.0960339,0.107573,0.125498,0.141127,0.148241
0,7,0,0,1,0,0,0,0,75,0.228,0.228,0,0,0,0,0,0,0.51892,0.0238528,0.00559732,0,0,0.798724,0.773056,0.999999,0.579583,0,0,-0.00593665,0.0328241,-5.6078e-07,0.163936,0.0407558,0.00398437,-8.17417e-10,3.84701e-05,-4.88867e-13,-1.23322e-09,0,0,0.265789,0.183584,0.817877,0.223674,0,1,0,0,0,0,0,0,0,0,0,0,0.484712,0.767964,0.291157,0.201106,0.89594,0.408372,0.251366,0.509263,0.0887666,0.0980069,0.165741,0.0942532,1,0.751784,0.248216,0,0,0.489276,0.510724,0,0,0,0.488053,0.511947,0,0,0,1,0,0.1432,0.136384,0.115745,0.0974725,0.0702009,0.057944,0.0676074,0.0870738,0.10072,0.123695,0.141724,0.14973
0,8,0,0,1,0,0,0,0,75,0.23,0.23,0,0,0,0,0,0,0.524004,-0.0139306,0.00530412,0,0,0.775297,0.767554,0.999999,0.649182,0,0,-0.0604678,-0.0352603,-0.0799997,0.144282,0.0412555,0.00117754,4.80154e-09,-7.97426e-10,-5.42243e-13,-1.48131e-09,0,0,0.269069,0.180326,0.83197,0.253088,0,1,0,0,0,0,0,0,0,0,0,0,0.47264,0.783583,0.29475,0.197538,0.911378,0.415866,0.241294,0.504891,0.0886766,0.0940481,0.165337,0.0969254,1,0.764157,0.235844,0,0,0.489703,0.510297,0,0,0,0.48792,0.51208,0,0,0,1,0,0.144322,0.137815,0.116457,0.0959382,0.064171,0.0498541,0.0581683,0.0786333,0.0947926,0.121337,0.142491,0.150587
0,9,0,0,1,0,0,0,0,75,0.228,0.228,0,0,0,0,0,0,0.523731,-0.00301169,0.00500443,0,0,0.810661,0.727111,0.999999,0.652075,0,0,-0.0492695,-0.0395376,-0.04,0.144713,0.0369217,0.00311371,3.1458e-09,7.8645e-10,-5.17831e-13,-1.43464e-09,0,0,0.27045,0.181415,0.832107,0.25085,0,1,0,0,0,0,0,0,0,0,0,0,0.46934,0.786885,0.296263,0.19873,0.911527,0.412189,0.232309,0.496495,0.0889271,0.0907474,0.165039,0.0991835,1,0.823248,0.176752,0,0,0.491261,0.508739,0,0,0,0.487511,0.512489,0,0,0,1,0,0.145313,0.139354,0.117839,0.0946027,0.0585222,0.0428937,0.0500471,0.0707751,0.0899596,0.118734,0.14315,0.151415
