batch,epoch,avg_sse,cnt_err,pct_cor,pct_err,avg_norm_err,avg_cos_err,avg_ext_rew,avg_cycles,epoch_time_tot,epoch_time_usr,PFCout_lay_avg_sse,PFCout_lay_cnt_err,PFCout_lay_pct_cor,PFCout_lay_pct_err,PFCout_lay_avg_norm_err,PFCout_lay_avg_cos_err,net_avg_cos_diff,net_avg_trial_cos_diff,net_avg_avg_act_diff,GPeNoGo_avg_cos_diff,GPi_Thalamus_avg_cos_diff,MatrixGo_avg_cos_diff,MatrixNoGo_avg_cos_diff,PFCout_avg_cos_diff,PFCout_deep_avg_cos_diff,GPeNoGo_avg_trial_cos_diff,GPi_Thalamus_avg_trial_cos_diff,MatrixGo_avg_trial_cos_diff,MatrixNoGo_avg_trial_cos_diff,PFCout_avg_trial_cos_diff,PFCout_deep_avg_trial_cos_diff,GPeNoGo_avg_avg_act_diff,GPi_Thalamus_avg_avg_act_diff,MatrixGo_avg_avg_act_diff,MatrixNoGo_avg_avg_act_diff,PFCout_avg_avg_act_diff,PFCout_deep_avg_avg_act_diff,GPeNoGo_avg_net_sd,GPi_Thalamus_avg_net_sd,MatrixGo_avg_net_sd,MatrixNoGo_avg_net_sd,PFCout_avg_net_sd,PFCout_deep_avg_net_sd,GPeNoGo_hog_pct,GPi_Thalamus_hog_pct,MatrixGo_hog_pct,MatrixNoGo_hog_pct,PFCout_hog_pct,PFCout_deep_hog_pct,GPeNoGo_dead_pct,GPi_Thalamus_dead_pct,MatrixGo_dead_pct,MatrixNoGo_dead_pct,PFCout_dead_pct,PFCout_deep_dead_pct,GPeNoGo_netmax,GPi_Thalamus_netmax,MatrixGo_netmax,MatrixNoGo_netmax,PFCout_netmax,PFCout_deep_netmax,GPeNoGo_avg_act,GPi_Thalamus_avg_act,MatrixGo_avg_act,MatrixNoGo_avg_act,PFCout_avg_act,PFCout_deep_avg_act,GPeNoGo_Fm_MatrixNoGo_netrel,GPi_Thalamus_Fm_MatrixGo_netrel,GPi_Thalamus_Fm_GPeNoGo_netrel,MatrixGo_Marker_Fm_GPi_Thalamus_netrel,MatrixGo_Deep_Raw_Fm_GPeNoGo_netrel,MatrixGo_Fm_Input_netrel,MatrixGo_Fm_PFCout_netrel,MatrixGo_Marker_Fm_SNc_netrel,MatrixNoGo_Marker_Fm_GPi_Thalamus_netrel,MatrixNoGo_Deep_Raw_Fm_GPeNoGo_netrel,MatrixNoGo_Fm_Input_netrel,MatrixNoGo_Fm_PFCout_netrel,MatrixNoGo_Marker_Fm_SNc_netrel,PFCout_Marker_Fm_GPi_Thalamus_netrel,PFCout_Deep_Mod_Fm_PFCout_deep_netrel,PFCout_Fm_Input_netrel,PFCout_deep_Ctxt_Fm_PFCout_netrel,"MatrixGo_act_avg_0","MatrixGo_act_avg_1","MatrixGo_act_avg_2","MatrixGo_act_avg_3","MatrixGo_act_avg_4","MatrixGo_act_avg_5","MatrixNoGo_act_avg_0","MatrixNoGo_act_avg_1","MatrixNoGo_act_avg_2","MatrixNoGo_act_avg_3","MatrixNoGo_act_avg_4","MatrixNoGo_act_avg_5"
0,0,0,0,1,0,0,0,0,75,0.277,0.277,0,0,0,0,0,0,0.536718,0.019637,0.00106858,0,0,0.989968,0.996732,0.997095,0.312857,0,0,-0.0323944,-0.0328263,-0.0333067,0.288921,0.00226549,0.00628317,-4.96705e-10,-6.62274e-10,-3.4175e-13,-5.77662e-10,0,0,0.222282,0.213862,0.760098,0.094752,0,0,0,0,0,0,0,0,0,0,0,0,0.57851,0.43279,0.243498,0.234274,0.832645,0.311387,0.519172,0.647508,0.111972,0.150059,0.177316,0.0881332,1,0.641134,0.358866,0,0,0.484263,0.515737,0,0,0,0.485547,0.514453,0,0,0,1,0,0.141022,0.141192,0.136887,0.138187,0.13603,0.138998,0.144605,0.147267,0.145877,0.146672,0.145561,0.145687
0,1,0,0,1,0,0,0,0,75,0.241,0.241,0,0,0,0,0,0,0.538245,0.00110696,0.000235325,0,0,0.986346,0.998177,0.999999,0.32144,0,0,-0.0413822,-0.0399419,-0.0399698,0.170109,0.00723211,-0.00534952,1.33283e-08,1.32455e-09,-3.23436e-13,-5.64339e-10,0,0,0.217223,0.224834,0.758723,0.0883316,0,0,0,0,0,0,0,0,0,0,0,0,0.598417,0.400286,0.237956,0.246294,0.831139,0.290287,0.447587,0.593784,0.0997972,0.143541,0.173831,0.0781215,1,0.603215,0.396785,0,0,0.485247,0.514753,0,0,0,0.482762,0.517238,0,0,0,1,0,0.134684,0.13419,0.125572,0.126797,0.122659,0.126837,0.138314,0.143627,0.143147,0.144622,0.144465,0.143956
0,2,0,0,1,0,0,0,0,75,0.234,0.234,0,0,0,0,0,0,0.52807,0.0651631,-0.00162715,0,0,0.920064,0.99163,0.999999,0.31287,0,0,0.0655724,0.0812857,0.0799786,0.214496,-0.0078774,-0.00513984,6.04325e-09,-2.15239e-09,-3.3494e-13,-5.87434e-10,0,0,0.211164,0.236635,0.761141,0.104821,0,0,0,0,0,0,0,0,0,0,0,0,0.60514,0.356755,0.231318,0.259221,0.833788,0.344477,0.393451,0.539261,0.0895162,0.139107,0.171255,0.0712659,1,0.59242,0.40758,0,0,0.487021,0.512979,0,0,0,0.482594,0.517406,0,0,0,1,0,0.131244,0.128881,0.115283,0.115711,0.109474,0.113083,0.130561,0.139639,0.140486,0.1444,0.144841,0.144314
0,3,0,0,1,0,0,0,0,75,0.234,0.234,0,0,0,0,0,0,0.518844,0.0180753,9.0746e-05,0,0,0.857902,0.977012,0.999999,0.315836,0,0,-0.0266922,0.00335542,-2.56747e-06,0.167943,-0.00033785,0.00106382,2.26622e-09,0,-4.05307e-13,-7.54431e-10,0,0,0.208145,0.243543,0.761465,0.104645,0,0,0,0,0,0,0,0,0,0,0,0,0.596245,0.472,0.228011,0.266788,0.834143,0.343898,0.354637,0.487467,0.0814598,0.135013,0.169353,0.0668316,1,0.646153,0.353847,0,0,0.480475,0.519525,0,0,0,0.482738,0.517262,0,0,0,1,0,0.131219,0.124956,0.106082,0.104981,0.096737,0.0985126,0.121261,0.135293,0.139369,0.143649,0.145111,0.145544
0,4,0,0,1,0,0,0,0,75,0.23,0.23,0,0,0,0,0,0,0.498718,0.0345521,0.00565544,0,0,0.739238,0.943316,0.999999,0.307193,0,0,-0.0478188,0.00849442,-4.09236e-06,0.315749,0.0356276,0.00961593,1.0463e-08,3.1458e-09,-5.01171e-13,-8.3602e-10,0,0,0.204985,0.248271,0.763342,0.122241,0,0,0,0,0,0,0,0,0,0,0,0,0.586452,0.52496,0.22455,0.271967,0.836199,0.401725,0.329481,0.448219,0.0747795,0.131486,0.167945,0.0634975,1,0.647382,0.352618,0,0,0.47846,0.52154,0,0,0,0.483267,0.516733,0,0,0,1,0,0.132614,0.121517,0.0983183,0.0946536,0.0845495,0.084759,0.111186,0.130449,0.138529,0.143082,0.145491,0.1477
0,5,0,0,1,0,0,0,0,75,0.24,0.24,0,0,0,0,0,0,0.492067,0.0259753,0.00720845,0,0,0.683486,0.937213,0.999999,0.315838,0,0,-0.00954787,0.0114699,-1.10318e-06,0.205882,0.0564642,0.00120333,1.15975e-09,9.10627e-10,-3.99851e-13,-6.75772e-10,0,0,0.202064,0.253783,0.762118,0.115031,0,0,0,0,0,0,0,0,0,0,0,0,0.580908,0.525937,0.22135,0.278005,0.834859,0.378031,0.314683,0.410966,0.0693579,0.128599,0.166903,0.060886,1,0.686399,0.313601,0,0,0.484684,0.515316,0,0,0,0.484603,0.515397,0,0,0,1,0,0.134364,0.118518,0.0917294,0.084718,0.072933,0.0729253,0.100812,0.126592,0.13705,0.143354,0.147248,0.14859
0,6,0,0,1,0,0,0,0,75,0.245,0.245,0,0,0,0,0,0,0.48226,-0.0382329,0.00409727,0,0,0.646061,0.901941,0.999999,0.310079,0,0,-0.0867308,-0.143072,-0.159996,0.24393,0.0263355,0.00644267,1.9708e-08,1.0762e-09,-5.39864e-13,-7.67031e-10,0,0,0.201867,0.25591,0.763326,0.127367,0,0,0,0,0,0,0,0,0,0,0,0,0.570316,0.663416,0.221134,0.280336,0.836182,0.41857,0.297237,0.380777,0.065442,0.125927,0.166133,0.0591262,1,0.736979,0.263021,0,0,0.479075,0.520925,0,0,0,0.485542,0.514458,0,0,0,1,0,0.136283,0.116549,0.0863299,0.0753513,0.0627548,0.0627437,0.0904913,0.122492,0.135831,0.143873,0.148427,0.149772
0,7,0,0,1,0,0,0,0,75,0.237,0.237,0,0,0,0,0,0,0.479651,0.0246529,-0.000201965,0,0,0.644128,0.877197,0.999999,0.315885,0,0,-0.0291,0.0209438,-4.34617e-07,0.20538,0.000901167,-0.00251689,-4.11137e-10,4.96705e-10,-3.98243e-13,-6.86024e-10,0,0,0.200342,0.259512,0.76308,0.12064,0,0,0,0,0,0,0,0,0,0,0,0,0.566197,0.731651,0.219464,0.284281,0.835912,0.396462,0.28073,0.355724,0.0620876,0.123908,0.165562,0.0574886,1,0.724158,0.275842,0,0,0.493781,0.506219,0,0,0,0.486344,0.513656,0,0,0,1,0,0.138333,0.114609,0.081279,0.0665419,0.0539933,0.0539837,0.080456,0.118452,0.134635,0.145087,0.149727,0.151115
0,8,0,0,1,0,0,0,0,75,0.238,0.238,0,0,0,0,0,0,0.480696,-0.0153418,0.000962198,0,0,0.668765,0.860926,0.999999,0.315881,0,0,-0.0746594,-0.0547234,-0.0799996,0.166647,0.00931115,-0.00161357,-1.73248e-09,4.13921e-10,-4.7447e-13,-7.64753e-10,0,0,0.199964,0.258903,0.763185,0.124827,0,0,0,0,0,0,0,0,0,0,0,0,0.659916,0.749373,0.21905,0.283614,0.836027,0.410223,0.265047,0.33788,0.0594428,0.122248,0.165139,0.0561664,1,0.756694,0.243306,0,0,0.491027,0.508973,0,0,0,0.48944,0.51056,0,0,0,1,0,0.139886,0.113695,0.0765429,0.0584935,0.0464549,0.0464467,0.0710022,0.114427,0.13421,0.146143,0.151272,0.151827
0,9,0,0,1,0,0,0,0,75,0.234,0.234,0,0,0,0,0,0,0.476587,0.013946,0.00164749,0,0,0.634915,0.867693,0.999999,0.310089,0,0,-0.00778017,-0.0503923,-0.0399999,0.24974,0.0133751,-0.000195184,1.46991e-09,-3.93225e-10,-5.42627e-13,-6.19825e-10,0,0,0.200248,0.260966,0.763788,0.139361,0,0,0,0,0,0,0,0,0,0,0,0,0.65928,0.755081,0.219361,0.285873,0.836688,0.457989,0.25334,0.326069,0.057683,0.120721,0.164827,0.0553845,1,0.752914,0.247086,0,0,0.492241,0.507759,0,0,0,0.489352,0.510648,0,0,0,1,0,0.14133,0.113557,0.0723431,0.0512581,0.0399691,0.039962,0.0622051,0.110381,0.134978,0.146625,0.152234,0.152516
